,STORAGE_IN,CONSTANT_HEAD_IN,WELLS_IN,HEAD_DEP_BOUNDS_IN,STREAM_LEAKAGE_IN,UZF_RECHARGE_IN,GW_ET_IN,SURFACE_LEAKAGE_IN,MNW2_IN,TOTAL_IN,STORAGE_OUT,CONSTANT_HEAD_OUT,WELLS_OUT,HEAD_DEP_BOUNDS_OUT,STREAM_LEAKAGE_OUT,UZF_RECHARGE_OUT,GW_ET_OUT,SURFACE_LEAKAGE_OUT,MNW2_OUT,TOTAL_OUT,IN-OUT,PERCENT_DISCREPANCY
2013-07-01,4045582.2,0.0,482587.88,2192663.0,1292488.5,1344306.4,0.0,0.0,232860.78,9590489.0,414922.44,0.0,0.0,2906629.2,914189.56,0.0,2114558.2,18953.285,3223401.8,9592655.0,-2166.0,-0.02
2013-07-02,3694830.0,0.0,482587.88,2192611.8,1308330.2,1354655.8,0.0,0.0,232153.11,9265169.0,575261.0,0.0,0.0,2905890.5,931828.75,0.0,1732374.5,18927.146,3099047.2,9263329.0,1840.0,0.02
2013-08-01,3074019.2,0.0,482587.88,2193174.0,1368509.6,1332129.8,0.0,0.0,231438.05,8681858.0,407410.25,0.0,0.0,2901550.2,990472.8,0.0,1268155.2,18621.94,3096024.0,8682235.0,-377.0,-0.0
2013-09-01,2561750.0,0.0,482587.88,2193668.5,1471521.4,1321921.9,0.0,0.0,230590.81,8262041.0,969388.9,0.0,0.0,2898154.0,1042293.5,0.0,571649.7,18266.412,2758547.0,8258299.5,3741.5,0.05
2013-10-01,2206840.2,0.0,482587.88,2194157.0,1414169.6,1310923.0,0.0,0.0,230525.78,7839203.5,472170.03,0.0,0.0,2901215.8,1036276.8,0.0,925780.1,18570.494,2486991.5,7841004.5,-1801.0,-0.02
2013-10-02,2122615.8,0.0,482587.88,2194172.0,1410606.1,1332267.4,0.0,0.0,229726.8,7771976.0,710334.44,0.0,0.0,2901362.8,1032708.75,0.0,967673.56,18571.348,2142472.8,7773124.0,-1148.0,-0.01
2013-11-01,1753035.1,0.0,482587.88,2194685.2,1507930.1,1342276.4,0.0,0.0,230504.03,7511018.5,744014.56,0.0,0.0,2909770.0,1125939.0,0.0,582429.56,20469.67,2143390.5,7526013.0,-14994.5,-0.2
2013-12-01,1493798.6,0.0,482587.88,2195013.5,1646112.1,1431675.5,0.0,0.0,235482.77,7484670.5,1462583.9,0.0,0.0,2935958.5,1249109.0,0.0,137254.23,22573.5,1679582.6,7487061.5,-2391.0,-0.03
2013-12-02,1639480.4,0.0,482587.88,2195022.8,1629014.9,1526207.8,0.0,0.0,236544.3,7708858.5,2149664.2,0.0,0.0,2936479.0,1246924.4,0.0,167319.12,22640.549,1184079.1,7707106.0,1752.5,0.02
2014-01-01,1540943.0,0.0,482587.88,2195249.5,1587603.0,1553514.2,0.0,0.0,233458.4,7593356.5,1723899.9,0.0,0.0,2952562.5,1209052.1,0.0,493950.03,24466.307,1180466.9,7584398.0,8958.5,0.12
2014-02-01,1971957.9,0.0,482587.88,2195446.2,1578038.8,1403870.2,0.0,0.0,9084.271,7640985.5,1443340.5,0.0,0.0,2948608.8,1173607.1,0.0,332853.34,21891.904,1721962.2,7642264.0,-1278.5,-0.02
2014-03-01,1515478.5,0.0,482587.88,2195632.2,4227830.0,1835605.1,0.0,0.0,9054.46,10266187.0,4198061.5,0.0,0.0,2940948.8,1237189.1,0.0,34510.812,20253.63,1848164.9,10279129.0,-12942.0,-0.13
2014-03-04,1761740.5,0.0,482587.88,2195523.2,1772908.8,1841042.1,0.0,0.0,9087.657,8062890.5,1862426.5,0.0,0.0,2946908.5,1317955.5,0.0,79606.21,20720.326,1842661.4,8070278.5,-7388.0,-0.09
2014-04-01,2088730.0,0.0,482587.88,2195657.2,1466091.4,1321428.2,0.0,0.0,9034.854,7563530.0,588793.2,0.0,0.0,2935532.5,1088143.9,0.0,1087892.9,19494.783,1841635.2,7561493.0,2037.0,0.03
2014-05-01,2970722.5,0.0,482587.88,2195650.0,1425950.2,1189860.0,0.0,0.0,9090.281,8273861.5,370908.38,0.0,0.0,2920575.5,1047261.9,0.0,1427867.2,17462.746,2495883.5,8279959.0,-6097.5,-0.07
2014-05-02,3761588.5,0.0,482587.88,2195654.0,1392980.0,1154919.2,0.0,0.0,9082.957,8996813.0,324415.53,0.0,0.0,2919925.5,1014296.94,0.0,1693796.4,17282.28,3030888.2,9000605.0,-3792.0,-0.04
2014-06-01,3625838.8,0.0,482587.88,2196041.8,1318887.5,1096799.0,0.0,0.0,9154.153,8729308.0,224290.19,0.0,0.0,2907219.8,940694.9,0.0,1616927.8,14426.364,3028214.5,8731774.0,-2466.0,-0.03
2014-07-01,3917939.0,0.0,482587.88,2196306.5,1289052.8,1055646.8,0.0,0.0,9251.706,8950785.0,201322.69,0.0,0.0,2898568.0,911059.9,0.0,1550644.4,13080.974,3378188.8,8952865.0,-2080.0,-0.02
2014-07-02,3508277.8,0.0,482587.88,2196315.8,1295193.6,1064311.2,0.0,0.0,9271.868,8555958.0,373415.25,0.0,0.0,2898253.5,917202.56,0.0,1435327.6,13072.448,2920658.0,8557930.0,-1972.0,-0.02
2014-08-01,3385894.5,0.0,482587.88,2196672.8,1277274.0,1044129.2,0.0,0.0,8812.984,8395371.0,175871.22,0.0,0.0,2893019.2,899282.7,0.0,1499792.5,12390.207,2918683.2,8399039.0,-3668.0,-0.04
2014-09-01,3225884.5,0.0,482587.88,2196909.5,1311625.2,1031994.8,0.0,0.0,8780.502,8257782.5,163782.39,0.0,0.0,2894655.5,933435.1,0.0,1325484.4,12962.1,2929892.2,8260212.0,-2429.5,-0.03
2014-10-01,3125324.5,0.0,482587.88,2197111.2,1358440.0,1001143.5,0.0,0.0,8368.853,8172976.5,342828.78,0.0,0.0,2895862.2,980409.0,0.0,897258.25,13101.204,3047323.2,8176782.0,-3805.5,-0.05
2014-10-02,2956489.2,0.0,482587.88,2197118.5,1350100.9,1004705.5,0.0,0.0,8419.4795,7999421.5,589727.2,0.0,0.0,2896110.2,972018.3,0.0,984397.06,13084.735,2549206.5,8004544.0,-5122.5,-0.06
2014-11-01,2518975.8,0.0,482587.88,2197293.0,1417824.5,1013347.2,0.0,0.0,8364.169,7638392.0,715038.06,0.0,0.0,2901896.8,1040212.2,0.0,418304.06,13770.55,2549133.2,7638355.0,37.0,0.0
2014-12-01,2193540.8,0.0,482587.88,2197459.8,1512393.5,1038206.6,0.0,0.0,8346.77,7432535.0,860262.4,0.0,0.0,2919691.5,1099791.1,0.0,195819.1,14904.69,2328368.8,7418837.0,13698.0,0.18
2014-12-02,1969785.8,0.0,482587.88,2197464.0,1470741.2,1130622.6,0.0,0.0,8477.861,7259679.5,2068616.9,0.0,0.0,2920530.8,1084917.8,0.0,415201.03,14941.203,760818.6,7265025.5,-5346.0,-0.07
2015-01-01,1513540.1,0.0,482587.88,2197402.2,1906681.0,1614251.6,0.0,0.0,8395.712,7722858.0,2682686.0,0.0,0.0,2968696.8,1262511.1,0.0,11083.014,17612.809,761701.06,7704291.0,18567.0,0.24
2015-02-01,2791929.5,0.0,190933.77,2024393.2,5681023.0,9141214.0,0.0,0.0,9857.625,19839352.0,11597492.0,0.0,0.0,3781246.2,3638060.2,0.0,17954.055,24210.08,765837.8,19824800.0,14552.0,0.07
2015-03-01,3647997.5,0.0,190933.77,2106520.8,1895843.5,4151026.0,0.0,0.0,8922.518,12001245.0,4279181.5,0.0,0.0,3304367.8,1518526.1,0.0,473788.38,26652.822,2344448.5,11946964.0,54281.0,0.45
2015-03-04,3346308.0,0.0,190933.77,2110482.2,2387561.2,4085733.8,0.0,0.0,8945.74,12129965.0,4582495.5,0.0,0.0,3280329.5,1547319.9,0.0,81049.73,26902.65,2569304.0,12087402.0,42563.0,0.35
2015-04-01,3527528.0,0.0,190933.77,2071991.1,2508084.8,6640808.0,0.0,0.0,9356.652,14948703.0,6557372.5,0.0,0.0,3451388.5,2114871.8,0.0,177514.4,31558.707,2572178.5,14904884.0,43819.0,0.29
2015-05-01,5733953.0,0.0,190933.77,2134939.8,1740189.4,3737092.5,0.0,0.0,9428.52,13546537.0,2988749.0,0.0,0.0,3119744.2,1361865.9,0.0,2936109.2,24001.459,3075212.8,13505682.0,40855.0,0.3
2015-05-02,5627541.5,0.0,190933.77,2135889.0,1725258.1,3781708.5,0.0,0.0,9428.734,13470761.0,3104749.2,0.0,0.0,3115394.5,1344168.8,0.0,2886346.5,23576.762,2956648.5,13430886.0,39875.0,0.3
2015-06-01,5597691.5,0.0,190933.77,2084594.1,1907516.4,4415216.0,0.0,0.0,9174.772,14205127.0,3595266.0,0.0,0.0,3353797.2,1529381.6,0.0,2704572.8,24931.26,2956940.8,14164890.0,40237.0,0.28
2015-07-01,4542904.0,0.0,190933.77,2118775.0,1535322.1,3412214.0,0.0,0.0,9161.302,11809310.0,2149773.5,0.0,0.0,3102438.2,1157244.5,0.0,2409763.0,15478.029,2944064.8,11778763.0,30547.0,0.26
2015-07-02,5049666.0,0.0,190933.77,2119351.2,1531273.2,3413977.0,0.0,0.0,9122.907,12314324.0,2174872.8,0.0,0.0,3098490.5,1153091.8,0.0,2435812.2,15362.116,3404410.0,12282039.0,32285.0,0.26
2015-08-01,4202470.5,0.0,190933.77,2138707.0,1484360.1,2996521.0,0.0,0.0,9084.613,11022077.0,1661006.4,0.0,0.0,3030300.2,1106164.4,0.0,1791315.9,14045.024,3402066.2,11004898.0,17179.0,0.16
2015-09-01,3646242.2,0.0,190933.77,2150437.8,1461803.4,2738912.8,0.0,0.0,8577.16,10196907.0,1339311.9,0.0,0.0,2997729.8,1083621.9,0.0,1708501.4,13656.013,3042319.2,10185140.0,11767.0,0.12
2015-10-01,2558603.0,0.0,190933.77,2157810.0,1553915.2,2579334.0,0.0,0.0,8530.202,9049126.0,1429668.2,0.0,0.0,2982378.2,1176172.8,0.0,934234.1,14316.112,2502953.0,9039722.0,9404.0,0.1
2015-10-02,2414584.0,0.0,190933.77,2158013.5,1549361.4,2667470.2,0.0,0.0,8562.504,8988926.0,1981776.9,0.0,0.0,2982102.5,1171583.5,0.0,986137.6,14317.856,1845848.1,8981767.0,7159.0,0.08
2015-11-01,1922348.0,0.0,190933.77,2163405.2,2535483.2,2534183.8,0.0,0.0,8403.087,9354757.0,3183790.8,0.0,0.0,2972838.5,1296264.0,0.0,36842.727,14944.468,1844715.2,9349395.0,5362.0,0.06
2015-12-01,1635289.1,0.0,190933.77,2167493.2,2344012.5,2948475.5,0.0,0.0,8369.983,9294574.0,2931302.8,0.0,0.0,2997977.0,1463362.2,0.0,22494.031,17676.37,1849624.9,9282437.0,12137.0,0.13
2015-12-02,1720670.8,0.0,190933.77,2167618.2,1835162.8,2865363.5,0.0,0.0,8373.057,8788122.0,2527022.0,0.0,0.0,2998971.0,1441923.0,0.0,57011.754,17772.742,1724533.5,8767234.0,20888.0,0.24
2016-01-01,1338034.0,0.0,190933.77,2170903.0,2546651.5,4451248.5,0.0,0.0,8359.255,10706129.0,3968731.8,0.0,0.0,3062270.0,1868506.4,0.0,25215.162,21032.23,1725161.2,10670916.0,35213.0,0.33
2016-02-01,1502788.9,0.0,190933.77,2173448.8,4265892.0,8098028.0,0.0,0.0,229024.94,16460117.0,8422372.0,0.0,0.0,3123159.2,3625154.0,0.0,68763.08,27625.982,1198997.8,16466072.0,-5955.0,-0.04
2016-03-01,1472965.5,0.0,190933.77,2175334.2,2177164.2,4063518.0,0.0,0.0,230153.06,10310069.0,3420651.8,0.0,0.0,3080069.5,1781102.0,0.0,253904.95,32365.47,1706012.6,10274106.0,35963.0,0.35
2016-03-03,1873306.4,0.0,190933.77,2175449.0,2129322.5,3846034.0,0.0,0.0,229884.47,10444930.0,3083721.2,0.0,0.0,3075032.8,1747806.0,0.0,273367.72,32520.63,2179122.5,10391570.0,53360.0,0.51
2016-04-01,1838995.4,0.0,190933.77,2177126.8,2284600.2,4528865.5,0.0,0.0,234568.42,11255090.0,3558156.0,0.0,0.0,3069239.8,1901921.0,0.0,467117.5,36409.684,2183717.0,11216561.0,38529.0,0.34
2016-05-01,5409979.5,0.0,190933.77,2178708.0,1777069.5,3752108.2,0.0,0.0,218732.44,13527531.0,2617423.5,0.0,0.0,2993607.0,1398821.0,0.0,3944442.5,31318.46,2522940.0,13508552.0,18979.0,0.14
2016-05-02,5383638.0,0.0,190933.77,2178786.5,1765864.2,3139626.2,0.0,0.0,217482.52,12876332.0,2101962.5,0.0,0.0,2991286.5,1387374.0,0.0,3538787.8,30609.3,2790710.2,12840730.0,35602.0,0.28
2016-06-01,3837592.8,0.0,190933.77,2180291.0,1591910.9,2799460.2,0.0,0.0,211994.66,10812184.0,1423242.5,0.0,0.0,2956794.0,1213737.0,0.0,2390660.8,21504.799,2784555.2,10790494.0,21690.0,0.2
2016-07-01,3681707.0,0.0,190933.77,2181840.2,1510386.2,2710912.5,0.0,0.0,210862.75,10486643.0,1281254.8,0.0,0.0,2936667.0,1132451.5,0.0,1984765.1,18267.088,3122084.8,10475490.0,11153.0,0.11
2016-07-02,3756499.2,0.0,190933.77,2181889.5,1515290.1,2629788.5,0.0,0.0,211322.9,10485724.0,1284875.6,0.0,0.0,2936064.5,1137286.4,0.0,1838211.2,18224.98,3249151.2,10463814.0,21910.0,0.21
2016-08-01,3321638.0,0.0,190933.77,2183300.0,1496922.5,2551226.5,0.0,0.0,209988.06,9954009.0,1143033.2,0.0,0.0,2921124.8,1119169.9,0.0,1488547.2,17026.857,3245386.0,9934288.0,19721.0,0.2
2016-09-01,2786983.0,0.0,190933.77,2184603.2,1462689.4,2483520.5,0.0,0.0,207817.98,9316548.0,1014667.2,0.0,0.0,2912419.2,1084673.8,0.0,1660941.1,16480.316,2613760.2,9302942.0,13606.0,0.15
2016-10-01,1947687.1,0.0,190933.77,2185827.5,1575100.9,2473322.8,0.0,0.0,206921.45,8579793.0,1345252.6,0.0,0.0,2912495.8,1197621.5,0.0,811616.25,17442.668,2283408.0,8567836.0,11957.0,0.14
2016-10-02,1902164.2,0.0,190933.77,2185866.2,1570542.6,2552247.0,0.0,0.0,206041.86,8607796.0,1905553.5,0.0,0.0,2912725.8,1192891.0,0.0,900317.44,17483.518,1666617.6,8595589.0,12207.0,0.14
2016-11-01,1606551.1,0.0,190933.77,2186937.2,1586455.8,2484439.5,0.0,0.0,206667.08,8261984.5,1646976.4,0.0,0.0,2913733.5,1209511.8,0.0,795682.0,18296.324,1661871.2,8246072.0,15912.5,0.19
2016-12-01,1367701.1,0.0,190933.77,2187942.5,1748058.9,2475349.5,0.0,0.0,211893.31,8181879.5,2190214.0,0.0,0.0,2932875.8,1362292.6,0.0,159908.16,20694.969,1509508.4,8175494.0,6385.5,0.08
2016-12-02,1408050.8,0.0,190933.77,2187978.8,1728024.4,3454577.0,0.0,0.0,211705.14,9181269.0,3109775.0,0.0,0.0,2933850.2,1348296.2,0.0,267409.97,20790.246,1498014.5,9178136.0,3133.0,0.03
2017-01-01,1315914.0,0.0,190933.77,2188959.8,1652235.9,2438621.2,0.0,0.0,209624.9,7996290.0,1483724.9,0.0,0.0,2943464.8,1273903.0,0.0,761877.6,22316.178,1494019.6,7979305.5,16984.5,0.21
2017-02-01,1417993.8,0.0,190933.77,2189827.5,1624616.8,2508062.2,0.0,0.0,346530.97,8277965.0,2012822.2,0.0,0.0,2940220.0,1246022.0,0.0,1085379.8,23932.887,962240.06,8270617.0,7348.0,0.09
2017-03-01,1385871.6,0.0,190933.77,2190568.0,1748017.9,2303050.0,0.0,0.0,346545.34,8164987.0,1428052.4,0.0,0.0,2937022.5,1338555.8,0.0,557266.25,26173.713,1830355.9,8117426.5,47560.5,0.58
2017-03-04,1952287.9,0.0,190933.77,2190649.5,1684060.1,2233453.5,0.0,0.0,346514.6,8597899.0,1170866.6,0.0,0.0,2937085.0,1294650.2,0.0,944780.25,26262.191,2226067.0,8599711.0,-1812.0,-0.02
2017-04-01,1573377.2,0.0,190933.77,2191241.0,1848208.5,2332972.5,0.0,0.0,346631.2,8483364.0,1536244.1,0.0,0.0,2964649.5,1426825.0,0.0,315358.03,28844.521,2218787.2,8490708.0,-7344.0,-0.09
2017-05-01,2788173.2,0.0,190933.77,2192003.5,1510099.0,2042742.4,0.0,0.0,365854.0,9089806.0,717113.2,0.0,0.0,2916571.0,1131888.2,0.0,1671670.8,25105.266,2624763.0,9087112.0,2694.0,0.03
2017-05-02,3083813.5,0.0,190933.77,2192028.5,1505376.1,2034090.1,0.0,0.0,365857.47,9372099.0,724537.25,0.0,0.0,2915858.8,1127048.8,0.0,1764974.8,24949.104,2811411.2,9368780.0,3319.0,0.04
2017-06-01,2804223.0,0.0,190933.77,2192744.0,1491254.8,1987535.4,0.0,0.0,365860.34,9032551.0,717108.1,0.0,0.0,2904088.0,1113180.0,0.0,1463191.8,23302.664,2809730.8,9030601.0,1950.0,0.02
2017-07-01,2983577.2,0.0,190933.77,2193466.2,1432180.9,1926606.0,0.0,0.0,365876.03,9092640.0,581363.75,0.0,0.0,2893506.2,1054121.0,0.0,1658445.6,21439.393,2880959.8,9089836.0,2804.0,0.03
2017-07-02,2987331.8,0.0,190933.77,2193489.0,1443225.8,1924887.2,0.0,0.0,365845.44,9105712.0,740948.25,0.0,0.0,2893131.2,1065354.0,0.0,1500424.4,21465.312,2878924.8,9100248.0,5464.0,0.06
